gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBA	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBA	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBA	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHBA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHBA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHBA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHBA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHBA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHBA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	INHBB	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	INHBB	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBB	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBB	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBB	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBB	0.05	0.067	0.0	0.286	0.129	0.361	0.084	0.053	0.154	0.236	0.095	0.143	0.351	0.563	0.0	0.317	0.4	0.208	0.0	0.0	0.286	0.127	0.106	0.0	0.203	0.282	0.329	0.029	0.333	0.0	0.135	0.0	0.125	0.095	0.182	0.0	0.131	0.053	0.0	0.0	0.0	0.0	0.082	0.217	0.167	0.06	0.0	0.135	0.051	0.2	0.0	0.039	0.254
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHBB	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHBB	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHBB	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHBB	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHBB	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHBB	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.0	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHA	0.0	0.014	0.0	0.286	0.013	0.0	0.048	0.025	0.0	0.028	0.024	0.0	0.149	0.092	0.0	0.031	0.4	0.098	0.077	0.0	0.0	0.003	0.023	0.0	0.02	0.028	0.024	0.029	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.0	0.0	0.0	0.0	0.005	0.014	0.167	0.0	0.0	0.019	0.02	0.0	0.0	0.015	0.061
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC06F5021B7	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC036F9AC3C	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CS08EE9E5CE	ALDH1A1	0.162	0.25	0.0	0.571	0.208	0.111	0.044	0.128	0.0	0.045	0.066	0.071	0.043	0.086	0.0	0.061	0.2	0.171	0.0	0.077	0.143	0.099	0.098	0.19	0.1	0.127	0.029	0.157	0.2	0.0	0.068	1.0	0.125	0.417	0.0	0.0	0.284	0.322	0.0	0.048	0.167	0.0	0.192	0.161	0.333	0.16	0.2	0.346	0.152	0.0	0.0	0.118	0.149
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0C61DFEC5	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03C7C010D	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC021B19C0E	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC061CCD0A0	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC066507DFB	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7C148C8	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0974AE49B	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CS033058D2B	ALDH1A2	0.0	0.01	0.0	0.0	0.013	0.0	0.001	0.006	0.0	0.006	0.004	0.0	0.0	0.021	0.0	0.002	0.0	0.002	0.0	0.077	0.0	0.028	0.008	0.0	0.007	0.004	0.014	0.057	0.067	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.028	0.016	0.0	0.0	0.0	0.333	0.0	0.038	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.005	0.009
