gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Bcell	CAF	CD4.T	EC	Exhausted_CD8_T_cell	Fast_cycling	Fib	G0_arrested	Mac	Mast	Peri	Plas.B	Slow_cycling	TAM	Treg	cDC	pDC
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC039D8C2A7	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D32DC80C	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BD81688E	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BEBB9C26	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07CAD6A4A	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC09B046394	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC00B974CC4	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CS0C61C245A	ALDH1A3	0.007	0.178	0.005	0.031	0.0	0.149	0.387	0.15	0.009	0.0	0.038	0.008	0.098	0.003	0.001	0.004	0.002
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR1B	0.037	0.08	0.024	0.028	0.0	0.052	0.019	0.249	0.002	0.0	0.023	0.001	0.246	0.005	0.002	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR2	0.037	0.08	0.024	0.028	0.0	0.052	0.019	0.249	0.002	0.0	0.023	0.001	0.246	0.005	0.002	0.004	0.0
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	CYP27B1	0.004	0.012	0.003	0.003	0.004	0.075	0.012	0.011	0.075	0.024	0.002	0.005	0.036	0.045	0.005	0.018	0.0
B2M	P61769	True	B2MG_HUMAN	CD1B_complex	CPI-CS05B3376EE	B2M	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.025	0.001	0.236	0.0
CD1B	P29016	True	CD1B_HUMAN	CD1B_complex	CPI-CS05B3376EE	CD1B	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.025	0.001	0.236	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	CEL	0.002	0.001	0.001	0.003	0.0	0.019	0.002	0.005	0.001	0.0	0.009	0.001	0.016	0.001	0.0	0.0	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	CEL	0.002	0.001	0.001	0.003	0.0	0.019	0.002	0.005	0.001	0.0	0.009	0.001	0.016	0.001	0.0	0.0	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	DHCR24	0.083	0.099	0.027	0.081	0.039	2.343	0.088	0.499	0.063	0.095	0.086	0.106	1.358	0.075	0.043	0.05	0.002
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	DHCR24	0.083	0.099	0.027	0.081	0.039	2.343	0.088	0.499	0.063	0.095	0.086	0.106	1.358	0.075	0.043	0.05	0.002
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	LIPA	0.108	0.123	0.08	0.495	0.084	0.214	0.263	0.129	1.094	0.19	0.19	0.053	0.193	2.531	0.081	0.422	0.103
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	LIPA	0.108	0.123	0.08	0.495	0.084	0.214	0.263	0.129	1.094	0.19	0.19	0.053	0.193	2.531	0.081	0.422	0.103
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	PNMT	0.062	0.137	0.017	0.103	0.002	2.104	0.242	0.291	0.019	0.0	0.011	0.109	1.958	0.018	0.013	0.026	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0E8345356	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS090BF1875	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0DA514FAE	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS09EDD1969	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0B66F51DF	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS07E858C0F	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS01A3364DC	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS05E2B5099	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0E6D457AD	PNMT	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS06FE13C35	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS04C3CEB1B	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0C22FCA29	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS00979A178	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0CCD9D09E	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0E52EA029	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS08E4B4F26	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS09B74556F	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS046C11B05	PNMT	0.0	0.002	0.001	0.0	0.0	0.002	0.006	0.004	0.001	0.0	0.0	0.0	0.001	0.003	0.001	0.022	0.005
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	CYP19A1	0.0	0.001	0.0	0.0	0.001	0.0	0.071	0.001	0.017	0.0	0.0	0.0	0.001	0.005	0.0	0.001	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	CYP19A1	0.0	0.001	0.0	0.0	0.001	0.0	0.071	0.001	0.017	0.0	0.0	0.0	0.001	0.005	0.0	0.001	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	CYP19A1	0.0	0.001	0.0	0.0	0.001	0.0	0.071	0.001	0.017	0.0	0.0	0.0	0.001	0.005	0.0	0.001	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	CYP19A1	0.0	0.001	0.0	0.0	0.001	0.0	0.071	0.001	0.017	0.0	0.0	0.0	0.001	0.005	0.0	0.001	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	HSD17B1	0.031	0.032	0.019	0.022	0.019	0.191	0.045	0.063	0.004	0.024	0.05	0.024	0.165	0.014	0.01	0.011	0.009
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	HSD17B1	0.031	0.032	0.019	0.022	0.019	0.191	0.045	0.063	0.004	0.024	0.05	0.024	0.165	0.014	0.01	0.011	0.009
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	HSD17B1	0.031	0.032	0.019	0.022	0.019	0.191	0.045	0.063	0.004	0.024	0.05	0.024	0.165	0.014	0.01	0.011	0.009
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	HSD17B1	0.031	0.032	0.019	0.022	0.019	0.191	0.045	0.063	0.004	0.024	0.05	0.024	0.165	0.014	0.01	0.011	0.009
FGA	P02671	True	FIBA_HUMAN	fibrinogen	CPI-CC08AF02F92	FGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGA	P02671	True	FIBA_HUMAN	fibrinogen	CPI-CC0287DE56B	FGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGA	P02671	True	FIBA_HUMAN	fibrinogen	CPI-CC066E261AE	FGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGG	P02679	True	FIBG_HUMAN	fibrinogen	CPI-CC08AF02F92	FGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGG	P02679	True	FIBG_HUMAN	fibrinogen	CPI-CC0287DE56B	FGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGG	P02679	True	FIBG_HUMAN	fibrinogen	CPI-CC066E261AE	FGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGB	P02675	True	FIBB_HUMAN	fibrinogen	CPI-CC08AF02F92	FGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGB	P02675	True	FIBB_HUMAN	fibrinogen	CPI-CC0287DE56B	FGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGB	P02675	True	FIBB_HUMAN	fibrinogen	CPI-CC066E261AE	FGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CGA	P01215	True	GLHA_HUMAN	glyco_Lutropin	CPI-CS00442A4B6	CGA	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.002	0.001	0.001	0.001	0.0	0.0	0.0
CGA	P01215	True	GLHA_HUMAN	hCGB7_complex	CPI-CS0FCFDA7E5	CGA	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHB	P01229	True	LSHB_HUMAN	glyco_Lutropin	CPI-CS00442A4B6	LHB	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.002	0.001	0.001	0.001	0.0	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0B6CBE509	HDC	0.0	0.0	0.001	0.0	0.002	0.005	0.0	0.002	0.0	2.238	0.0	0.001	0.002	0.0	0.001	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0FF6E7611	HDC	0.0	0.0	0.001	0.0	0.002	0.005	0.0	0.002	0.0	2.238	0.0	0.001	0.002	0.0	0.001	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS045AC7D7C	HDC	0.0	0.0	0.001	0.0	0.002	0.005	0.0	0.002	0.0	2.238	0.0	0.001	0.002	0.0	0.001	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0D98D69FC	HDC	0.0	0.0	0.001	0.0	0.002	0.005	0.0	0.002	0.0	2.238	0.0	0.001	0.002	0.0	0.001	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL12	CPI-CC025CA2E0D	IL12A	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	IL12A	0.006	0.001	0.002	0.003	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.009	0.001	0.0	0.0	0.001	0.0
IL12B	P29460	True	IL12B_HUMAN	IL12	CPI-CC025CA2E0D	IL12B	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IL12B	P29460	True	IL12B_HUMAN	IL23	CPI-CC08EF3C145	IL12B	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0
IL17A	Q16552	True	IL17_HUMAN	IL17_AF	CPI-CC06B463FFC	IL17A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL17F	Q96PD4	True	IL17F_HUMAN	IL17_AF	CPI-CC06B463FFC	IL17F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL23A	Q9NPF7	True	IL23A_HUMAN	IL23	CPI-CC08EF3C145	IL23A	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC0B5110FC9	EBI3	0.004	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.013	0.0	0.0	0.0	0.001	0.04	0.0	0.038	0.005
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	EBI3	0.006	0.001	0.002	0.003	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.009	0.001	0.0	0.0	0.001	0.0
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC0B5110FC9	IL27	0.004	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.013	0.0	0.0	0.0	0.001	0.04	0.0	0.038	0.005
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGB1	0.04	1.187	0.036	0.778	0.034	0.535	0.929	0.272	0.404	0.024	1.07	0.047	0.441	0.697	0.05	0.266	0.049
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGB1	0.04	1.187	0.036	0.778	0.034	0.535	0.929	0.272	0.404	0.024	1.07	0.047	0.441	0.697	0.05	0.266	0.049
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGAV	0.04	1.187	0.036	0.778	0.034	0.535	0.929	0.272	0.404	0.024	1.07	0.047	0.441	0.697	0.05	0.266	0.049
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGAV	0.04	1.187	0.036	0.778	0.034	0.535	0.929	0.272	0.404	0.024	1.07	0.047	0.441	0.697	0.05	0.266	0.049
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGAV	0.0	0.008	0.001	0.031	0.0	0.005	0.012	0.002	0.014	0.0	0.036	0.001	0.005	0.004	0.001	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGAV	0.0	0.008	0.001	0.031	0.0	0.005	0.012	0.002	0.014	0.0	0.036	0.001	0.005	0.004	0.001	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGAV	0.0	0.008	0.001	0.031	0.0	0.005	0.012	0.002	0.014	0.0	0.036	0.001	0.005	0.004	0.001	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGAV	0.013	0.926	0.006	0.061	0.005	0.478	0.635	0.114	0.181	0.0	0.339	0.032	0.285	0.243	0.008	0.035	0.005
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGB3	0.0	0.008	0.001	0.031	0.0	0.005	0.012	0.002	0.014	0.0	0.036	0.001	0.005	0.004	0.001	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGB3	0.0	0.008	0.001	0.031	0.0	0.005	0.012	0.002	0.014	0.0	0.036	0.001	0.005	0.004	0.001	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGB3	0.0	0.008	0.001	0.031	0.0	0.005	0.012	0.002	0.014	0.0	0.036	0.001	0.005	0.004	0.001	0.0	0.0
ITGB5	P18084	True	ITB5_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGB5	0.013	0.926	0.006	0.061	0.005	0.478	0.635	0.114	0.181	0.0	0.339	0.032	0.285	0.243	0.008	0.035	0.005
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	LTA4H	0.384	0.117	0.131	0.293	0.112	0.322	0.201	0.195	0.741	0.0	0.14	0.137	0.336	1.195	0.123	0.739	0.222
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	LTA4H	0.384	0.117	0.131	0.293	0.112	0.322	0.201	0.195	0.741	0.0	0.14	0.137	0.336	1.195	0.123	0.739	0.222
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0F5B070C5	LTA4H	0.384	0.117	0.131	0.293	0.112	0.322	0.201	0.195	0.741	0.0	0.14	0.137	0.336	1.195	0.123	0.739	0.222
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	GGT1	0.011	0.004	0.005	0.005	0.0	0.068	0.011	0.032	0.016	0.0	0.002	0.005	0.056	0.029	0.004	0.011	0.0
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	GGT1	0.011	0.004	0.005	0.005	0.0	0.068	0.011	0.032	0.016	0.0	0.002	0.005	0.056	0.029	0.004	0.011	0.0
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	GGT1	0.011	0.004	0.005	0.005	0.0	0.068	0.011	0.032	0.016	0.0	0.002	0.005	0.056	0.029	0.004	0.011	0.0
GGT1	P19440	True	GGT1_HUMAN	LTD4_byGGT1	CPI-CS066F8F865	GGT1	0.014	0.004	0.024	0.005	0.009	0.098	0.011	0.032	0.021	0.071	0.002	0.023	0.075	0.029	0.033	0.011	0.035
GGT1	P19440	True	GGT1_HUMAN	LTD4_byGGT1	CPI-CS0E87D8FFA	GGT1	0.014	0.004	0.024	0.005	0.009	0.098	0.011	0.032	0.021	0.071	0.002	0.023	0.075	0.029	0.033	0.011	0.035
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	GGT5	0.011	0.004	0.005	0.005	0.0	0.068	0.011	0.032	0.016	0.0	0.002	0.005	0.056	0.029	0.004	0.011	0.0
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	GGT5	0.011	0.004	0.005	0.005	0.0	0.068	0.011	0.032	0.016	0.0	0.002	0.005	0.056	0.029	0.004	0.011	0.0
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	GGT5	0.011	0.004	0.005	0.005	0.0	0.068	0.011	0.032	0.016	0.0	0.002	0.005	0.056	0.029	0.004	0.011	0.0
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	DPEP1	0.001	0.022	0.0	0.041	0.001	0.004	0.052	0.0	0.013	0.0	0.007	0.263	0.001	0.0	0.0	0.001	0.002
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS08225A985	DPEP1	0.001	0.022	0.0	0.041	0.001	0.004	0.052	0.0	0.013	0.0	0.007	0.263	0.001	0.0	0.0	0.001	0.002
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	DPEP2	0.039	0.002	0.03	0.009	0.008	0.003	0.007	0.0	0.043	0.0	0.0	0.011	0.001	0.118	0.011	0.038	0.01
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS058C0BB88	DPEP2	0.039	0.002	0.03	0.009	0.008	0.003	0.007	0.0	0.043	0.0	0.0	0.011	0.001	0.118	0.011	0.038	0.01
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0C89AD6A7	DPEP3	0.003	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.002	0.001	0.002	0.0
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0208210C9	DPEP3	0.003	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.002	0.001	0.002	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C94B5884	ALOX12	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	ALOX12	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
TPO	P07202	True	PERT_HUMAN	Lthyroxine_byTPO	CPI-CS0245870E9	TPO	0.001	0.0	0.002	0.08	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
