id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	Bcell|Bcell	Bcell|CAF	Bcell|CD4.T	Bcell|EC	Bcell|Exhausted_CD8_T_cell	Bcell|Fast_cycling	Bcell|Fib	Bcell|G0_arrested	Bcell|Mac	Bcell|Mast	Bcell|Peri	Bcell|Plas.B	Bcell|Slow_cycling	Bcell|TAM	Bcell|Treg	Bcell|cDC	Bcell|pDC	CAF|Bcell	CAF|CAF	CAF|CD4.T	CAF|EC	CAF|Exhausted_CD8_T_cell	CAF|Fast_cycling	CAF|Fib	CAF|G0_arrested	CAF|Mac	CAF|Mast	CAF|Peri	CAF|Plas.B	CAF|Slow_cycling	CAF|TAM	CAF|Treg	CAF|cDC	CAF|pDC	CD4.T|Bcell	CD4.T|CAF	CD4.T|CD4.T	CD4.T|EC	CD4.T|Exhausted_CD8_T_cell	CD4.T|Fast_cycling	CD4.T|Fib	CD4.T|G0_arrested	CD4.T|Mac	CD4.T|Mast	CD4.T|Peri	CD4.T|Plas.B	CD4.T|Slow_cycling	CD4.T|TAM	CD4.T|Treg	CD4.T|cDC	CD4.T|pDC	EC|Bcell	EC|CAF	EC|CD4.T	EC|EC	EC|Exhausted_CD8_T_cell	EC|Fast_cycling	EC|Fib	EC|G0_arrested	EC|Mac	EC|Mast	EC|Peri	EC|Plas.B	EC|Slow_cycling	EC|TAM	EC|Treg	EC|cDC	EC|pDC	Exhausted_CD8_T_cell|Bcell	Exhausted_CD8_T_cell|CAF	Exhausted_CD8_T_cell|CD4.T	Exhausted_CD8_T_cell|EC	Exhausted_CD8_T_cell|Exhausted_CD8_T_cell	Exhausted_CD8_T_cell|Fast_cycling	Exhausted_CD8_T_cell|Fib	Exhausted_CD8_T_cell|G0_arrested	Exhausted_CD8_T_cell|Mac	Exhausted_CD8_T_cell|Mast	Exhausted_CD8_T_cell|Peri	Exhausted_CD8_T_cell|Plas.B	Exhausted_CD8_T_cell|Slow_cycling	Exhausted_CD8_T_cell|TAM	Exhausted_CD8_T_cell|Treg	Exhausted_CD8_T_cell|cDC	Exhausted_CD8_T_cell|pDC	Fast_cycling|Bcell	Fast_cycling|CAF	Fast_cycling|CD4.T	Fast_cycling|EC	Fast_cycling|Exhausted_CD8_T_cell	Fast_cycling|Fast_cycling	Fast_cycling|Fib	Fast_cycling|G0_arrested	Fast_cycling|Mac	Fast_cycling|Mast	Fast_cycling|Peri	Fast_cycling|Plas.B	Fast_cycling|Slow_cycling	Fast_cycling|TAM	Fast_cycling|Treg	Fast_cycling|cDC	Fast_cycling|pDC	Fib|Bcell	Fib|CAF	Fib|CD4.T	Fib|EC	Fib|Exhausted_CD8_T_cell	Fib|Fast_cycling	Fib|Fib	Fib|G0_arrested	Fib|Mac	Fib|Mast	Fib|Peri	Fib|Plas.B	Fib|Slow_cycling	Fib|TAM	Fib|Treg	Fib|cDC	Fib|pDC	G0_arrested|Bcell	G0_arrested|CAF	G0_arrested|CD4.T	G0_arrested|EC	G0_arrested|Exhausted_CD8_T_cell	G0_arrested|Fast_cycling	G0_arrested|Fib	G0_arrested|G0_arrested	G0_arrested|Mac	G0_arrested|Mast	G0_arrested|Peri	G0_arrested|Plas.B	G0_arrested|Slow_cycling	G0_arrested|TAM	G0_arrested|Treg	G0_arrested|cDC	G0_arrested|pDC	Mac|Bcell	Mac|CAF	Mac|CD4.T	Mac|EC	Mac|Exhausted_CD8_T_cell	Mac|Fast_cycling	Mac|Fib	Mac|G0_arrested	Mac|Mac	Mac|Mast	Mac|Peri	Mac|Plas.B	Mac|Slow_cycling	Mac|TAM	Mac|Treg	Mac|cDC	Mac|pDC	Mast|Bcell	Mast|CAF	Mast|CD4.T	Mast|EC	Mast|Exhausted_CD8_T_cell	Mast|Fast_cycling	Mast|Fib	Mast|G0_arrested	Mast|Mac	Mast|Mast	Mast|Peri	Mast|Plas.B	Mast|Slow_cycling	Mast|TAM	Mast|Treg	Mast|cDC	Mast|pDC	Peri|Bcell	Peri|CAF	Peri|CD4.T	Peri|EC	Peri|Exhausted_CD8_T_cell	Peri|Fast_cycling	Peri|Fib	Peri|G0_arrested	Peri|Mac	Peri|Mast	Peri|Peri	Peri|Plas.B	Peri|Slow_cycling	Peri|TAM	Peri|Treg	Peri|cDC	Peri|pDC	Plas.B|Bcell	Plas.B|CAF	Plas.B|CD4.T	Plas.B|EC	Plas.B|Exhausted_CD8_T_cell	Plas.B|Fast_cycling	Plas.B|Fib	Plas.B|G0_arrested	Plas.B|Mac	Plas.B|Mast	Plas.B|Peri	Plas.B|Plas.B	Plas.B|Slow_cycling	Plas.B|TAM	Plas.B|Treg	Plas.B|cDC	Plas.B|pDC	Slow_cycling|Bcell	Slow_cycling|CAF	Slow_cycling|CD4.T	Slow_cycling|EC	Slow_cycling|Exhausted_CD8_T_cell	Slow_cycling|Fast_cycling	Slow_cycling|Fib	Slow_cycling|G0_arrested	Slow_cycling|Mac	Slow_cycling|Mast	Slow_cycling|Peri	Slow_cycling|Plas.B	Slow_cycling|Slow_cycling	Slow_cycling|TAM	Slow_cycling|Treg	Slow_cycling|cDC	Slow_cycling|pDC	TAM|Bcell	TAM|CAF	TAM|CD4.T	TAM|EC	TAM|Exhausted_CD8_T_cell	TAM|Fast_cycling	TAM|Fib	TAM|G0_arrested	TAM|Mac	TAM|Mast	TAM|Peri	TAM|Plas.B	TAM|Slow_cycling	TAM|TAM	TAM|Treg	TAM|cDC	TAM|pDC	Treg|Bcell	Treg|CAF	Treg|CD4.T	Treg|EC	Treg|Exhausted_CD8_T_cell	Treg|Fast_cycling	Treg|Fib	Treg|G0_arrested	Treg|Mac	Treg|Mast	Treg|Peri	Treg|Plas.B	Treg|Slow_cycling	Treg|TAM	Treg|Treg	Treg|cDC	Treg|pDC	cDC|Bcell	cDC|CAF	cDC|CD4.T	cDC|EC	cDC|Exhausted_CD8_T_cell	cDC|Fast_cycling	cDC|Fib	cDC|G0_arrested	cDC|Mac	cDC|Mast	cDC|Peri	cDC|Plas.B	cDC|Slow_cycling	cDC|TAM	cDC|Treg	cDC|cDC	cDC|pDC	pDC|Bcell	pDC|CAF	pDC|CD4.T	pDC|EC	pDC|Exhausted_CD8_T_cell	pDC|Fast_cycling	pDC|Fib	pDC|G0_arrested	pDC|Mac	pDC|Mast	pDC|Peri	pDC|Plas.B	pDC|Slow_cycling	pDC|TAM	pDC|Treg	pDC|cDC	pDC|pDC
CPI-SS07B6C7A75	WNT6_SFRP2	simple:Q9Y6F9	simple:Q96HF1	WNT6	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.007																																																																																							5.886					8.84																																																																																																																																																																																																					
CPI-SC040194150	DKK1_Kremen2_LRP6	simple:O94907	complex:Kremen2_LRP6	DKK1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT inhibition	0.007																																																																																											0.603																																																																																																																							0.316																																																																															
CPI-SS042FCC9BE	NECTIN3_PVR	simple:Q9NQS3	simple:P15151	NECTIN3	PVR	True	False	True	curated	False	Ligand-Receptor	Signaling by Nectin	0.007																																																																																																										0.126		0.152																																																																																																																																																																																					
CPI-SC093DFA335	COL13A1_integrin_a11b1_complex	simple:Q5TAT6	complex:integrin_a11b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007																																																					0.41					0.163																																																																																																																																																																																																																																							
CPI-SC04CBB7552	WNT6_FZD6_LRP5	simple:Q9Y6F9	complex:FZD6_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007																																																																																											0.189							0.133																																																																																																																																																																																															
CPI-SS008E98D3E	FLRT2_ADGRL1	simple:O43155	simple:O94910	FLRT2	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.007																																																									0.231																																																			0.252																																																																																																																																																																																					
CPI-SC0F30798CC	LIF_LIFR	simple:P15018	complex:LIFR	LIF		True	False	True	curated	False	Ligand-Receptor		0.007																																																																																																																																																													0.472			0.263																																																																																																																																	
CPI-SC0A5E87289	COL2A1_integrin_a11b1_complex	simple:P02458	complex:integrin_a11b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007																																																																																							0.769					0.522																																																																																																																																																																																																					
CPI-SC06F3DDF90	COL11A1_integrin_a11b1_complex	simple:P12107	complex:integrin_a11b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007																			2.398					2.151																																																																																																																																																																																																																																																																									
CPI-SS0558101D1	DLL4_NOTCH4	simple:Q9NR61	simple:Q99466	DLL4	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.007																																																							0.973													0.365																																																																																																																																																																																																																													
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.007																																																																																																			0.236																																																																																																																							0.189																																																																							
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.007																																																																																									0.349																																																																																																																							0.318																																																																																	
CPI-CS09918B680	Epinephrine_byPNMT_ADRB2	complex:Epinephrine_byPNMT	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	0.007																																																																																															1.54																																																																																																																							1.467																																																																											
CPI-SC0F00C86AC	WNT10A_FZD7_LRP5	simple:Q9GZT5	complex:FZD7_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007																																																																																																																																																																																																																																																																																						0.136							0.132				
CPI-CS0D78DAC70	ProstaglandinD2_byAKR1C3_PTGFR	complex:ProstaglandinD2_byAKR1C3	simple:P43088		PTGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.007																																																										0.248																																																			0.25																																																																																																																																																																																				
CPI-SS083239CEC	WNT6_SFRP4	simple:Q9Y6F9	simple:Q6FHJ7	WNT6	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.007																																																																																							1.338					6.97																																																																																																																																																																																																					
CPI-SS03446CB39	EFNB1_EPHA4	simple:P98172	simple:P54764	EFNB1	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.007																																																							0.345																																		0.222																																																																																																																																																																																																								
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.007																								0.187																																																																																																																																																																																											0.141																																																																														
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.007																																																														0.149																																																			0.17																																																																																																																																																																																
CPI-SC0152439C2	WNT10A_FZD1_LRP5	simple:Q9GZT5	complex:FZD1_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007																																																																																																																																																																																																																																																																																						0.169							0.132				
CPI-SC0CBE0F4A0	WNT6_FZD7_LRP5	simple:Q9Y6F9	complex:FZD7_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007																																																																																											0.138							0.133																																																																																																																																																																																															
CPI-SC0B7534B27	WNT6_FZD1_LRP5	simple:Q9Y6F9	complex:FZD1_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007																																																																																											0.17							0.133																																																																																																																																																																																															
CPI-SS0C2437E0D	CXCL13_CXCR5	simple:O43927	simple:P32302	CXCL13	CXCR5	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.007																																																																					1.117																																																																																																																																																																										4.524																																																		
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	EFNA4	EPHA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.01																																																																																									0.508																																		0.249																																																																																					0.398																																																																																	
CPI-SS015162AFC	IL34_CSF1R	simple:Q6ZMJ4	simple:P07333	IL34	CSF1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.01																																																																																																															0.391					0.737		0.527																																																																																																																																																																											
CPI-SS052BBD9F9	CXCL1_ACKR1	simple:P09341	simple:Q16570	CXCL1	ACKR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.01																																																																																									2.973																	2.949																																		2.864																																																																																																																																																					
CPI-SS0C2E7931B	CCL26_CCR2	simple:Q9Y258	simple:P41597	CCL26	CCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.01																																																																																																																																																																																						0.472				0.472	0.481																																																																																																						
